date,user,movie,list_user,Metric,metric_order,Score
13/02/2023,KS,First Cow,Tommy,camera,4,0.85
13/02/2023,KS,First Cow,Tommy,themes,5,0.2
13/02/2023,KS,First Cow,Tommy,music,6,0.25
13/02/2023,KS,First Cow,Tommy,casting,7,0.4
13/02/2023,KS,First Cow,Tommy,wildcard,8,-0.1
13/02/2023,MA,First Cow,Tommy,enjoyable,1,5
13/02/2023,MA,First Cow,Tommy,plot,2,1.1
13/02/2023,MA,First Cow,Tommy,acting,3,0.75
13/02/2023,MA,First Cow,Tommy,camera,4,1
13/02/2023,MA,First Cow,Tommy,themes,5,0.4
13/02/2023,MA,First Cow,Tommy,music,6,0.5
13/02/2023,MA,First Cow,Tommy,casting,7,0.4
13/02/2023,MA,First Cow,Tommy,wildcard,8,0.5
28/03/2023,MA,Theeb,Muhammad,enjoyable,1,5
28/03/2023,MA,Theeb,Muhammad,plot,2,1.5
28/03/2023,MA,Theeb,Muhammad,acting,3,1
28/03/2023,MA,Theeb,Muhammad,camera,4,1
28/03/2023,MA,Theeb,Muhammad,themes,5,0.5
28/03/2023,MA,Theeb,Muhammad,music,6,0.4
28/03/2023,MA,Theeb,Muhammad,casting,7,0.5
28/03/2023,MA,Theeb,Muhammad,wildcard,8,0.5
28/03/2023,YA,Theeb,Muhammad,enjoyable,1,5
28/03/2023,YA,Theeb,Muhammad,plot,2,1.1
28/03/2023,YA,Theeb,Muhammad,acting,3,0.9
28/03/2023,YA,Theeb,Muhammad,camera,4,0.9
28/03/2023,YA,Theeb,Muhammad,themes,5,0.4
28/03/2023,YA,Theeb,Muhammad,music,6,0.4
28/03/2023,YA,Theeb,Muhammad,casting,7,0.25
28/03/2023,YA,Theeb,Muhammad,wildcard,8,0.1
28/03/2023,ZA,Theeb,Muhammad,enjoyable,1,5
28/03/2023,ZA,Theeb,Muhammad,plot,2,1.5
28/03/2023,ZA,Theeb,Muhammad,acting,3,1.3
28/03/2023,ZA,Theeb,Muhammad,camera,4,0.85
28/03/2023,ZA,Theeb,Muhammad,themes,5,0.4
28/03/2023,ZA,Theeb,Muhammad,music,6,0.3
28/03/2023,ZA,Theeb,Muhammad,casting,7,0.3
28/03/2023,ZA,Theeb,Muhammad,wildcard,8,0.2
28/03/2023,KS,Theeb,Muhammad,enjoyable,1,5
28/03/2023,KS,Theeb,Muhammad,plot,2,1.1
28/03/2023,KS,Theeb,Muhammad,acting,3,1.25
28/03/2023,KS,Theeb,Muhammad,camera,4,0.7
28/03/2023,KS,Theeb,Muhammad,themes,5,0.2
28/03/2023,KS,Theeb,Muhammad,music,6,0.3
28/03/2023,KS,Theeb,Muhammad,casting,7,0.4
28/03/2023,KS,Theeb,Muhammad,wildcard,8,0.15
25/04/2023,TS,Swimming Pool,Zelie,enjoyable,1,0
25/04/2023,TS,Swimming Pool,Zelie,plot,2,1
25/04/2023,TS,Swimming Pool,Zelie,acting,3,0.8
25/04/2023,TS,Swimming Pool,Zelie,camera,4,0.6
25/04/2023,TS,Swimming Pool,Zelie,themes,5,0.2
25/04/2023,TS,Swimming Pool,Zelie,music,6,0.4
25/04/2023,TS,Swimming Pool,Zelie,casting,7,0.3
25/04/2023,TS,Swimming Pool,Zelie,wildcard,8,0
25/04/2023,KS,Swimming Pool,Zelie,enjoyable,1,0
25/04/2023,KS,Swimming Pool,Zelie,plot,2,0.8
25/04/2023,KS,Swimming Pool,Zelie,acting,3,1
25/04/2023,KS,Swimming Pool,Zelie,camera,4,0.55
25/04/2023,KS,Swimming Pool,Zelie,themes,5,0.2
25/04/2023,KS,Swimming Pool,Zelie,music,6,0.1
25/04/2023,KS,Swimming Pool,Zelie,casting,7,0.35
25/04/2023,KS,Swimming Pool,Zelie,wildcard,8,0
25/04/2023,MA,Swimming Pool,Zelie,enjoyable,1,0
25/04/2023,MA,Swimming Pool,Zelie,plot,2,0.7
25/04/2023,MA,Swimming Pool,Zelie,acting,3,1
25/04/2023,MA,Swimming Pool,Zelie,camera,4,0.9
25/04/2023,MA,Swimming Pool,Zelie,themes,5,0.3
25/04/2023,MA,Swimming Pool,Zelie,music,6,0.3
25/04/2023,MA,Swimming Pool,Zelie,casting,7,0.4
25/04/2023,MA,Swimming Pool,Zelie,wildcard,8,-0.1
25/04/2023,YA,Swimming Pool,Zelie,enjoyable,1,0
25/04/2023,YA,Swimming Pool,Zelie,plot,2,0.1
25/04/2023,YA,Swimming Pool,Zelie,acting,3,1.1
25/04/2023,YA,Swimming Pool,Zelie,camera,4,0.9
25/04/2023,YA,Swimming Pool,Zelie,themes,5,0.3
25/04/2023,YA,Swimming Pool,Zelie,music,6,0.3
25/04/2023,YA,Swimming Pool,Zelie,casting,7,0.4
25/04/2023,YA,Swimming Pool,Zelie,wildcard,8,0.2
25/04/2023,ZA,Swimming Pool,Zelie,enjoyable,1,5
25/04/2023,ZA,Swimming Pool,Zelie,plot,2,1.6
25/04/2023,ZA,Swimming Pool,Zelie,acting,3,1
25/04/2023,ZA,Swimming Pool,Zelie,camera,4,0.8
25/04/2023,ZA,Swimming Pool,Zelie,themes,5,0.4
25/04/2023,ZA,Swimming Pool,Zelie,music,6,0.25
25/04/2023,ZA,Swimming Pool,Zelie,casting,7,0.4
25/04/2023,ZA,Swimming Pool,Zelie,wildcard,8,0
23/05/2023,KS,12 Angry Men,Yasin,enjoyable,1,5
23/05/2023,KS,12 Angry Men,Yasin,plot,2,1.75
23/05/2023,KS,12 Angry Men,Yasin,acting,3,1.2
23/05/2023,KS,12 Angry Men,Yasin,camera,4,0.75
23/05/2023,KS,12 Angry Men,Yasin,themes,5,0.45
23/05/2023,KS,12 Angry Men,Yasin,music,6,0.28
23/05/2023,KS,12 Angry Men,Yasin,casting,7,0.35
23/05/2023,KS,12 Angry Men,Yasin,wildcard,8,0.4
23/05/2023,MA,12 Angry Men,Yasin,enjoyable,1,5
23/05/2023,MA,12 Angry Men,Yasin,plot,2,1.9
23/05/2023,MA,12 Angry Men,Yasin,acting,3,1
23/05/2023,MA,12 Angry Men,Yasin,camera,4,0.85
23/05/2023,MA,12 Angry Men,Yasin,themes,5,0.5
23/05/2023,MA,12 Angry Men,Yasin,music,6,0.25
23/05/2023,MA,12 Angry Men,Yasin,casting,7,0.5
23/05/2023,MA,12 Angry Men,Yasin,wildcard,8,0.5
23/05/2023,YA,12 Angry Men,Yasin,enjoyable,1,5
23/05/2023,YA,12 Angry Men,Yasin,plot,2,1.8
23/05/2023,YA,12 Angry Men,Yasin,acting,3,1.5
23/05/2023,YA,12 Angry Men,Yasin,camera,4,1
23/05/2023,YA,12 Angry Men,Yasin,themes,5,0.5
23/05/2023,YA,12 Angry Men,Yasin,music,6,0.4
23/05/2023,YA,12 Angry Men,Yasin,casting,7,0.5
23/05/2023,YA,12 Angry Men,Yasin,wildcard,8,0.5
23/05/2023,ZA,12 Angry Men,Yasin,enjoyable,1,5
23/05/2023,ZA,12 Angry Men,Yasin,plot,2,1.75
23/05/2023,ZA,12 Angry Men,Yasin,acting,3,1.35
23/05/2023,ZA,12 Angry Men,Yasin,camera,4,1
23/05/2023,ZA,12 Angry Men,Yasin,themes,5,0.4
23/05/2023,ZA,12 Angry Men,Yasin,music,6,0.4
23/05/2023,ZA,12 Angry Men,Yasin,casting,7,0.5
23/05/2023,ZA,12 Angry Men,Yasin,wildcard,8,0.2
27/06/2023,KS,Hero,Krishan,enjoyable,1,5
27/06/2023,KS,Hero,Krishan,plot,2,1.35
27/06/2023,KS,Hero,Krishan,acting,3,1.2
27/06/2023,KS,Hero,Krishan,camera,4,1
27/06/2023,KS,Hero,Krishan,themes,5,0.35
27/06/2023,KS,Hero,Krishan,music,6,0.2
27/06/2023,KS,Hero,Krishan,casting,7,0.4
27/06/2023,KS,Hero,Krishan,wildcard,8,0.3
27/06/2023,MA,Hero,Krishan,enjoyable,1,5
27/06/2023,MA,Hero,Krishan,plot,2,1.8
27/06/2023,MA,Hero,Krishan,acting,3,0.5
27/06/2023,MA,Hero,Krishan,camera,4,1
27/06/2023,MA,Hero,Krishan,themes,5,0.5
27/06/2023,MA,Hero,Krishan,music,6,0.3
27/06/2023,MA,Hero,Krishan,casting,7,0.5
27/06/2023,MA,Hero,Krishan,wildcard,8,0.5
27/06/2023,YA,Hero,Krishan,enjoyable,1,5
27/06/2023,YA,Hero,Krishan,plot,2,1.7
27/06/2023,YA,Hero,Krishan,acting,3,1
27/06/2023,YA,Hero,Krishan,camera,4,0.9
27/06/2023,YA,Hero,Krishan,themes,5,0.5
27/06/2023,YA,Hero,Krishan,music,6,0.1
27/06/2023,YA,Hero,Krishan,casting,7,0.5
27/06/2023,YA,Hero,Krishan,wildcard,8,0.25
27/06/2023,ZA,Hero,Krishan,enjoyable,1,5
27/06/2023,ZA,Hero,Krishan,plot,2,1.1
27/06/2023,ZA,Hero,Krishan,acting,3,1.3
27/06/2023,ZA,Hero,Krishan,camera,4,0.85
27/06/2023,ZA,Hero,Krishan,themes,5,0.25
27/06/2023,ZA,Hero,Krishan,music,6,0.15
27/06/2023,ZA,Hero,Krishan,casting,7,0.45
27/06/2023,ZA,Hero,Krishan,wildcard,8,0.1
25/07/2023,KS,The Fugitive,Tommy,enjoyable,1,5
25/07/2023,KS,The Fugitive,Tommy,plot,2,1.3
25/07/2023,KS,The Fugitive,Tommy,acting,3,1
25/07/2023,KS,The Fugitive,Tommy,camera,4,0.4
25/07/2023,KS,The Fugitive,Tommy,themes,5,0.15
25/07/2023,KS,The Fugitive,Tommy,music,6,0.1
25/07/2023,KS,The Fugitive,Tommy,casting,7,0.5
25/07/2023,KS,The Fugitive,Tommy,wildcard,8,0
25/07/2023,MA,The Fugitive,Tommy,enjoyable,1,5
25/07/2023,MA,The Fugitive,Tommy,plot,2,1.2
25/07/2023,MA,The Fugitive,Tommy,acting,3,1
25/07/2023,MA,The Fugitive,Tommy,camera,4,0.6
25/07/2023,MA,The Fugitive,Tommy,themes,5,0.2
25/07/2023,MA,The Fugitive,Tommy,music,6,0.1
25/07/2023,MA,The Fugitive,Tommy,casting,7,0.4
25/07/2023,MA,The Fugitive,Tommy,wildcard,8,0
25/07/2023,YA,The Fugitive,Tommy,enjoyable,1,5
25/07/2023,YA,The Fugitive,Tommy,plot,2,1.25
25/07/2023,YA,The Fugitive,Tommy,acting,3,1
25/07/2023,YA,The Fugitive,Tommy,camera,4,1
25/07/2023,YA,The Fugitive,Tommy,themes,5,0.3
25/07/2023,YA,The Fugitive,Tommy,music,6,0.2
25/07/2023,YA,The Fugitive,Tommy,casting,7,0.5
25/07/2023,YA,The Fugitive,Tommy,wildcard,8,0.5
25/07/2023,ZA,The Fugitive,Tommy,enjoyable,1,5
25/07/2023,ZA,The Fugitive,Tommy,plot,2,0.8
25/07/2023,ZA,The Fugitive,Tommy,acting,3,0.5
25/07/2023,ZA,The Fugitive,Tommy,camera,4,0.4
25/07/2023,ZA,The Fugitive,Tommy,themes,5,0.1
25/07/2023,ZA,The Fugitive,Tommy,music,6,0.2
25/07/2023,ZA,The Fugitive,Tommy,casting,7,0.35
25/07/2023,ZA,The Fugitive,Tommy,wildcard,8,0
25/07/2023,TS,The Fugitive,Tommy,enjoyable,1,5
25/07/2023,TS,The Fugitive,Tommy,plot,2,1.7
25/07/2023,TS,The Fugitive,Tommy,acting,3,1.3
25/07/2023,TS,The Fugitive,Tommy,camera,4,0.7
25/07/2023,TS,The Fugitive,Tommy,themes,5,0.5
25/07/2023,TS,The Fugitive,Tommy,music,6,0.2
25/07/2023,TS,The Fugitive,Tommy,casting,7,0.5
25/07/2023,TS,The Fugitive,Tommy,wildcard,8,0.4
17/08/2023,KS,Tsotsi,Muhammad,enjoyable,1,5
17/08/2023,KS,Tsotsi,Muhammad,plot,2,0.65
17/08/2023,KS,Tsotsi,Muhammad,acting,3,1
17/08/2023,KS,Tsotsi,Muhammad,camera,4,0.3
17/08/2023,KS,Tsotsi,Muhammad,themes,5,0.25
17/08/2023,KS,Tsotsi,Muhammad,music,6,0.3
17/08/2023,KS,Tsotsi,Muhammad,casting,7,0.4
17/08/2023,KS,Tsotsi,Muhammad,wildcard,8,-0.15
17/08/2023,MA,Tsotsi,Muhammad,enjoyable,1,5
17/08/2023,MA,Tsotsi,Muhammad,plot,2,0.5
17/08/2023,MA,Tsotsi,Muhammad,acting,3,1
17/08/2023,MA,Tsotsi,Muhammad,camera,4,0.6
17/08/2023,MA,Tsotsi,Muhammad,themes,5,0.2
17/08/2023,MA,Tsotsi,Muhammad,music,6,0.5
17/08/2023,MA,Tsotsi,Muhammad,casting,7,0.5
17/08/2023,MA,Tsotsi,Muhammad,wildcard,8,-0.3
17/08/2023,YA,Tsotsi,Muhammad,enjoyable,1,5
17/08/2023,YA,Tsotsi,Muhammad,plot,2,0.75
17/08/2023,YA,Tsotsi,Muhammad,acting,3,1.25
17/08/2023,YA,Tsotsi,Muhammad,camera,4,1
17/08/2023,YA,Tsotsi,Muhammad,themes,5,0.15
17/08/2023,YA,Tsotsi,Muhammad,music,6,0.4
17/08/2023,YA,Tsotsi,Muhammad,casting,7,0.4
17/08/2023,YA,Tsotsi,Muhammad,wildcard,8,-0.2
17/08/2023,TS,Tsotsi,Muhammad,enjoyable,1,5
17/08/2023,TS,Tsotsi,Muhammad,plot,2,0.7
17/08/2023,TS,Tsotsi,Muhammad,acting,3,0.8
17/08/2023,TS,Tsotsi,Muhammad,camera,4,0.4
17/08/2023,TS,Tsotsi,Muhammad,themes,5,0.2
17/08/2023,TS,Tsotsi,Muhammad,music,6,0.5
17/08/2023,TS,Tsotsi,Muhammad,casting,7,0.3
17/08/2023,TS,Tsotsi,Muhammad,wildcard,8,-0.2
19/09/2023,KS,The Land,Zelie,enjoyable,1,0
19/09/2023,KS,The Land,Zelie,plot,2,1.2
19/09/2023,KS,The Land,Zelie,acting,3,1.3
19/09/2023,KS,The Land,Zelie,camera,4,0.55
19/09/2023,KS,The Land,Zelie,themes,5,0.45
19/09/2023,KS,The Land,Zelie,music,6,0.3
19/09/2023,KS,The Land,Zelie,casting,7,0.5
19/09/2023,KS,The Land,Zelie,wildcard,8,0.2
19/09/2023,MA,The Land,Zelie,enjoyable,1,5
19/09/2023,MA,The Land,Zelie,plot,2,1.8
19/09/2023,MA,The Land,Zelie,acting,3,1.3
19/09/2023,MA,The Land,Zelie,camera,4,0.8
19/09/2023,MA,The Land,Zelie,themes,5,0.5
19/09/2023,MA,The Land,Zelie,music,6,0.5
19/09/2023,MA,The Land,Zelie,casting,7,0.5
19/09/2023,MA,The Land,Zelie,wildcard,8,0.5
19/09/2023,YA,The Land,Zelie,enjoyable,1,5
19/09/2023,YA,The Land,Zelie,plot,2,1.5
19/09/2023,YA,The Land,Zelie,acting,3,1.5
19/09/2023,YA,The Land,Zelie,camera,4,0.8
19/09/2023,YA,The Land,Zelie,themes,5,0.5
19/09/2023,YA,The Land,Zelie,music,6,0.3
19/09/2023,YA,The Land,Zelie,casting,7,0.5
19/09/2023,YA,The Land,Zelie,wildcard,8,0
19/09/2023,ZA,The Land,Zelie,enjoyable,1,5
19/09/2023,ZA,The Land,Zelie,plot,2,1.75
19/09/2023,ZA,The Land,Zelie,acting,3,1.4
19/09/2023,ZA,The Land,Zelie,camera,4,1
19/09/2023,ZA,The Land,Zelie,themes,5,0.5
19/09/2023,ZA,The Land,Zelie,music,6,0.4
19/09/2023,ZA,The Land,Zelie,casting,7,0.5
19/09/2023,ZA,The Land,Zelie,wildcard,8,0.1
24/10/2023,KS,Eye In The Sky,Yasin,enjoyable,1,5
24/10/2023,KS,Eye In The Sky,Yasin,plot,2,0.6
24/10/2023,KS,Eye In The Sky,Yasin,acting,3,0.2
24/10/2023,KS,Eye In The Sky,Yasin,camera,4,0.3
24/10/2023,KS,Eye In The Sky,Yasin,themes,5,0.1
24/10/2023,KS,Eye In The Sky,Yasin,music,6,0.15
24/10/2023,KS,Eye In The Sky,Yasin,casting,7,0.2
24/10/2023,KS,Eye In The Sky,Yasin,wildcard,8,-0.3
24/10/2023,MA,Eye In The Sky,Yasin,enjoyable,1,0
24/10/2023,MA,Eye In The Sky,Yasin,plot,2,0.5
24/10/2023,MA,Eye In The Sky,Yasin,acting,3,0.5
24/10/2023,MA,Eye In The Sky,Yasin,camera,4,0.4
24/10/2023,MA,Eye In The Sky,Yasin,themes,5,0.1
24/10/2023,MA,Eye In The Sky,Yasin,music,6,0.2
24/10/2023,MA,Eye In The Sky,Yasin,casting,7,0.2
24/10/2023,MA,Eye In The Sky,Yasin,wildcard,8,-0.5
24/10/2023,YA,Eye In The Sky,Yasin,enjoyable,1,5
24/10/2023,YA,Eye In The Sky,Yasin,plot,2,0.75
24/10/2023,YA,Eye In The Sky,Yasin,acting,3,0.75
24/10/2023,YA,Eye In The Sky,Yasin,camera,4,0.8
24/10/2023,YA,Eye In The Sky,Yasin,themes,5,0.3
24/10/2023,YA,Eye In The Sky,Yasin,music,6,0.15
24/10/2023,YA,Eye In The Sky,Yasin,casting,7,0.3
24/10/2023,YA,Eye In The Sky,Yasin,wildcard,8,0
24/10/2023,ZA,Eye In The Sky,Yasin,enjoyable,1,5
24/10/2023,ZA,Eye In The Sky,Yasin,plot,2,0.7
24/10/2023,ZA,Eye In The Sky,Yasin,acting,3,0.5
24/10/2023,ZA,Eye In The Sky,Yasin,camera,4,0.4
24/10/2023,ZA,Eye In The Sky,Yasin,themes,5,0.25
24/10/2023,ZA,Eye In The Sky,Yasin,music,6,0.1
24/10/2023,ZA,Eye In The Sky,Yasin,casting,7,0.2
24/10/2023,ZA,Eye In The Sky,Yasin,wildcard,8,-0.2
21/11/2023,KS,The Manchurian Candidate,Krishan,enjoyable,1,5
21/11/2023,KS,The Manchurian Candidate,Krishan,plot,2,1.6
21/11/2023,KS,The Manchurian Candidate,Krishan,acting,3,1.1
21/11/2023,KS,The Manchurian Candidate,Krishan,camera,4,0.85
21/11/2023,KS,The Manchurian Candidate,Krishan,themes,5,0.35
21/11/2023,KS,The Manchurian Candidate,Krishan,music,6,0.1
21/11/2023,KS,The Manchurian Candidate,Krishan,casting,7,0.35
21/11/2023,KS,The Manchurian Candidate,Krishan,wildcard,8,0.35
21/11/2023,MA,The Manchurian Candidate,Krishan,enjoyable,1,5
21/11/2023,MA,The Manchurian Candidate,Krishan,plot,2,1.6
21/11/2023,MA,The Manchurian Candidate,Krishan,acting,3,1.3
21/11/2023,MA,The Manchurian Candidate,Krishan,camera,4,0.8
21/11/2023,MA,The Manchurian Candidate,Krishan,themes,5,0.2
21/11/2023,MA,The Manchurian Candidate,Krishan,music,6,0.4
21/11/2023,MA,The Manchurian Candidate,Krishan,casting,7,0.2
21/11/2023,MA,The Manchurian Candidate,Krishan,wildcard,8,0.5
21/11/2023,YA,The Manchurian Candidate,Krishan,enjoyable,1,0
21/11/2023,YA,The Manchurian Candidate,Krishan,plot,2,0.5
21/11/2023,YA,The Manchurian Candidate,Krishan,acting,3,0.9
21/11/2023,YA,The Manchurian Candidate,Krishan,camera,4,0.6
21/11/2023,YA,The Manchurian Candidate,Krishan,themes,5,0.35
21/11/2023,YA,The Manchurian Candidate,Krishan,music,6,0.1
21/11/2023,YA,The Manchurian Candidate,Krishan,casting,7,0.25
21/11/2023,YA,The Manchurian Candidate,Krishan,wildcard,8,0
21/11/2023,ZA,The Manchurian Candidate,Krishan,enjoyable,1,5
21/11/2023,ZA,The Manchurian Candidate,Krishan,plot,2,1.5
21/11/2023,ZA,The Manchurian Candidate,Krishan,acting,3,1.2
21/11/2023,ZA,The Manchurian Candidate,Krishan,camera,4,0.8
21/11/2023,ZA,The Manchurian Candidate,Krishan,themes,5,0.3
21/11/2023,ZA,The Manchurian Candidate,Krishan,music,6,0.35
21/11/2023,ZA,The Manchurian Candidate,Krishan,casting,7,0.4
21/11/2023,ZA,The Manchurian Candidate,Krishan,wildcard,8,0.15
05/12/2023,KS,Gaslight,Zelie,enjoyable,1,5
05/12/2023,KS,Gaslight,Zelie,plot,2,1.2
05/12/2023,KS,Gaslight,Zelie,acting,3,1
05/12/2023,KS,Gaslight,Zelie,camera,4,0.75
05/12/2023,KS,Gaslight,Zelie,themes,5,0.1
05/12/2023,KS,Gaslight,Zelie,music,6,0.35
05/12/2023,KS,Gaslight,Zelie,casting,7,0.1
05/12/2023,KS,Gaslight,Zelie,wildcard,8,0.1
05/12/2023,YA,Gaslight,Zelie,enjoyable,1,5
05/12/2023,YA,Gaslight,Zelie,plot,2,1.15
05/12/2023,YA,Gaslight,Zelie,acting,3,1
05/12/2023,YA,Gaslight,Zelie,camera,4,0.8
05/12/2023,YA,Gaslight,Zelie,themes,5,0.35
05/12/2023,YA,Gaslight,Zelie,music,6,0.3
05/12/2023,YA,Gaslight,Zelie,casting,7,0.25
05/12/2023,YA,Gaslight,Zelie,wildcard,8,0.15
05/12/2023,ZA,Gaslight,Zelie,enjoyable,1,5
05/12/2023,ZA,Gaslight,Zelie,plot,2,1
05/12/2023,ZA,Gaslight,Zelie,acting,3,1.1
05/12/2023,ZA,Gaslight,Zelie,camera,4,0.6
05/12/2023,ZA,Gaslight,Zelie,themes,5,0.3
05/12/2023,ZA,Gaslight,Zelie,music,6,0.35
05/12/2023,ZA,Gaslight,Zelie,casting,7,0.3
05/12/2023,ZA,Gaslight,Zelie,wildcard,8,0.1
16/01/2024,MA,200 Meters,Muhammad,enjoyable,1,5
16/01/2024,MA,200 Meters,Muhammad,plot,2,1.5
16/01/2024,MA,200 Meters,Muhammad,acting,3,1.3
16/01/2024,MA,200 Meters,Muhammad,camera,4,0.8
16/01/2024,MA,200 Meters,Muhammad,themes,5,0.4
16/01/2024,MA,200 Meters,Muhammad,music,6,0.5
16/01/2024,MA,200 Meters,Muhammad,casting,7,0.4
16/01/2024,MA,200 Meters,Muhammad,wildcard,8,0.3
16/01/2024,YA,200 Meters,Muhammad,enjoyable,1,5
16/01/2024,YA,200 Meters,Muhammad,plot,2,1.2
16/01/2024,YA,200 Meters,Muhammad,acting,3,1.25
16/01/2024,YA,200 Meters,Muhammad,camera,4,0.8
16/01/2024,YA,200 Meters,Muhammad,themes,5,0.5
16/01/2024,YA,200 Meters,Muhammad,music,6,0.35
16/01/2024,YA,200 Meters,Muhammad,casting,7,0.5
16/01/2024,YA,200 Meters,Muhammad,wildcard,8,-0.1
16/01/2024,ZA,200 Meters,Muhammad,enjoyable,1,5
16/01/2024,ZA,200 Meters,Muhammad,plot,2,1.6
16/01/2024,ZA,200 Meters,Muhammad,acting,3,1.2
16/01/2024,ZA,200 Meters,Muhammad,camera,4,0.75
16/01/2024,ZA,200 Meters,Muhammad,themes,5,0.5
16/01/2024,ZA,200 Meters,Muhammad,music,6,0.4
16/01/2024,ZA,200 Meters,Muhammad,casting,7,0.4
16/01/2024,ZA,200 Meters,Muhammad,wildcard,8,0.1
16/01/2024,KS,200 Meters,Muhammad,enjoyable,1,5
16/01/2024,KS,200 Meters,Muhammad,plot,2,1.6
16/01/2024,KS,200 Meters,Muhammad,acting,3,1.2
16/01/2024,KS,200 Meters,Muhammad,camera,4,0.8
16/01/2024,KS,200 Meters,Muhammad,themes,5,0.4
16/01/2024,KS,200 Meters,Muhammad,music,6,0.5
16/01/2024,KS,200 Meters,Muhammad,casting,7,0.3
16/01/2024,KS,200 Meters,Muhammad,wildcard,8,0.2
12/02/2024,MA,Society Of The Snow,Zelie,enjoyable,1,5
12/02/2024,MA,Society Of The Snow,Zelie,plot,2,1.6
12/02/2024,MA,Society Of The Snow,Zelie,acting,3,1
12/02/2024,MA,Society Of The Snow,Zelie,camera,4,1
12/02/2024,MA,Society Of The Snow,Zelie,themes,5,0.4
12/02/2024,MA,Society Of The Snow,Zelie,music,6,0.4
12/02/2024,MA,Society Of The Snow,Zelie,casting,7,0.4
12/02/2024,MA,Society Of The Snow,Zelie,wildcard,8,0.5
12/02/2024,YA,Society Of The Snow,Zelie,enjoyable,1,5
12/02/2024,YA,Society Of The Snow,Zelie,plot,2,1.6
12/02/2024,YA,Society Of The Snow,Zelie,acting,3,1.2
12/02/2024,YA,Society Of The Snow,Zelie,camera,4,0.8
12/02/2024,YA,Society Of The Snow,Zelie,themes,5,0.3
12/02/2024,YA,Society Of The Snow,Zelie,music,6,0.3
12/02/2024,YA,Society Of The Snow,Zelie,casting,7,0.4
12/02/2024,YA,Society Of The Snow,Zelie,wildcard,8,0.5
12/02/2024,ZA,Society Of The Snow,Zelie,enjoyable,1,5
12/02/2024,ZA,Society Of The Snow,Zelie,plot,2,1.5
12/02/2024,ZA,Society Of The Snow,Zelie,acting,3,1.3
12/02/2024,ZA,Society Of The Snow,Zelie,camera,4,0.7
12/02/2024,ZA,Society Of The Snow,Zelie,themes,5,0.35
12/02/2024,ZA,Society Of The Snow,Zelie,music,6,0.35
12/02/2024,ZA,Society Of The Snow,Zelie,casting,7,0.4
12/02/2024,ZA,Society Of The Snow,Zelie,wildcard,8,0.1
12/02/2024,KS,Society Of The Snow,Zelie,enjoyable,1,5
12/02/2024,KS,Society Of The Snow,Zelie,plot,2,1.5
12/02/2024,KS,Society Of The Snow,Zelie,acting,3,1.1
12/02/2024,KS,Society Of The Snow,Zelie,camera,4,0.75
12/02/2024,KS,Society Of The Snow,Zelie,themes,5,0.35
12/02/2024,KS,Society Of The Snow,Zelie,music,6,0.3
12/02/2024,KS,Society Of The Snow,Zelie,casting,7,0.25
12/02/2024,KS,Society Of The Snow,Zelie,wildcard,8,-0.2
12/02/2024,NS,Society Of The Snow,Zelie,enjoyable,1,5
12/02/2024,NS,Society Of The Snow,Zelie,plot,2,1
12/02/2024,NS,Society Of The Snow,Zelie,acting,3,0.7
12/02/2024,NS,Society Of The Snow,Zelie,camera,4,0.5
12/02/2024,NS,Society Of The Snow,Zelie,themes,5,0.25
12/02/2024,NS,Society Of The Snow,Zelie,music,6,0.3
12/02/2024,NS,Society Of The Snow,Zelie,casting,7,0.35
12/02/2024,NS,Society Of The Snow,Zelie,wildcard,8,0
11/03/2024,MA,Moon,Yasin,enjoyable,1,5
11/03/2024,MA,Moon,Yasin,plot,2,1.2
11/03/2024,MA,Moon,Yasin,acting,3,0.5
11/03/2024,MA,Moon,Yasin,camera,4,0.6
11/03/2024,MA,Moon,Yasin,themes,5,0.2
11/03/2024,MA,Moon,Yasin,music,6,0.3
11/03/2024,MA,Moon,Yasin,casting,7,0.1
11/03/2024,MA,Moon,Yasin,wildcard,8,0.3
11/03/2024,YA,Moon,Yasin,enjoyable,1,5
11/03/2024,YA,Moon,Yasin,plot,2,1
11/03/2024,YA,Moon,Yasin,acting,3,0.8
11/03/2024,YA,Moon,Yasin,camera,4,0.7
11/03/2024,YA,Moon,Yasin,themes,5,0.25
11/03/2024,YA,Moon,Yasin,music,6,0.3
11/03/2024,YA,Moon,Yasin,casting,7,0.1
11/03/2024,YA,Moon,Yasin,wildcard,8,0.5
11/03/2024,KS,Moon,Yasin,enjoyable,1,5
11/03/2024,KS,Moon,Yasin,plot,2,1.3
11/03/2024,KS,Moon,Yasin,acting,3,0.85
11/03/2024,KS,Moon,Yasin,camera,4,0.7
11/03/2024,KS,Moon,Yasin,themes,5,0.1
11/03/2024,KS,Moon,Yasin,music,6,0.3
11/03/2024,KS,Moon,Yasin,casting,7,0.2
11/03/2024,KS,Moon,Yasin,wildcard,8,0.3
11/03/2024,ZA,Moon,Yasin,enjoyable,1,5
11/03/2024,ZA,Moon,Yasin,plot,2,0.8
11/03/2024,ZA,Moon,Yasin,acting,3,1.2
11/03/2024,ZA,Moon,Yasin,camera,4,0.4
11/03/2024,ZA,Moon,Yasin,themes,5,0.1
11/03/2024,ZA,Moon,Yasin,music,6,0.4
11/03/2024,ZA,Moon,Yasin,casting,7,0.2
11/03/2024,ZA,Moon,Yasin,wildcard,8,0
15/04/2024,MA,Loving Vincent,Krishan,enjoyable,1,5
